review_id,unternehmen,source,typ,datum,titel,gesamt_score,empfehlung,position,bereich,ort,sprache,arbeitsatmosphaere,work_life_balance,gehalt,karriere,vorgesetzte,gleichberechtigung,image,umwelt_sozial,kollegen,umgang_aeltere,arbeitsbedingungen,kommunikation,interessante_aufgaben,text_positiv,text_negativ,text_verbesserung,text_freitext,missing_ratings,has_freetext,is_duplicate,sentiment,kategorien,keywords,summary
nordzucker_kununu_61,Nordzucker,kununu,Mitarbeiter,2026-01-01,Guter Arbeitgeber,3.7,Empfohlen,Angestellte/r oder Arbeiter/in,Finanzen / Controlling,Braunschweig,de,4.0,5.0,3.0,1.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten. Ältere und langjährige Kollegen werden wertgeschätzt.,Das Außenbild ist besser als die interne Realität.,Wünschenswert: das positive Image auch nach innen stärker leben sowie eine leistungsgerechtere Vergütung.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""flexibler Arbeitszeit"", ""Wertgeschätzung älterer Kollegen"", ""positive Image"", ""leistungsgerechte Vergütung""]","Der Arbeitgeber wird für eine gute Work-Life-Balance und die Wertschätzung älterer Kollegen gelobt, aber kritisiert, dass das Außenbild nicht mit der Realität übereinstimmt."
nordzucker_kununu_62,Nordzucker,kununu,Mitarbeiter,2025-12-01,Top Arbeitgeber ich kann mir nicht mehr vorstellen wo anders zu arbeiten!,5.0,Empfohlen,Angestellte/r oder Arbeiter/in,Produktion,Hohenhameln,de,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Die Arbeitsatmosphäre ist offen und wertschätzend. Man arbeitet gerne für eine bekannte Marke.,Die Aufgaben können zeitweise eintönig werden.,Verbesserungspotenzial: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False,positiv,"[""Arbeitsatmosphäre"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""Arbeitsatmosphäre"", ""Wertschätzung"", ""Abwechslung"", ""Eigenverantwortung""]","Die Arbeitsatmosphäre ist offen und wertschätzend, aber es gibt Verbesserungspotenzial in Bezug auf Abwechslung und Eigenverantwortung."
nordzucker_kununu_63,Nordzucker,kununu,Mitarbeiter,2025-12-01,Ist in Ordnung,3.5,Empfohlen,Angestellte/r oder Arbeiter/in,Beschaffung / Einkauf,Uelzen,de,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,Ältere und langjährige Kollegen werden wertgeschätzt. Das Betriebsklima ist sehr angenehm.,Das Außenbild ist besser als die interne Realität und das Gehalt ist im Branchenvergleich eher durchschnittlich.,Verbesserungspotenzial: das positive Image auch nach innen stärker leben sowie mehr Transparenz beim Gehaltssystem.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Fuehrung & Vorgesetzte""]","[""Wertgeschätzung alter Kollegen"", ""Angenehmes Betriebsklima"", ""Gehalt im Branchenvergleich durchschnittlich"", ""Positive Image"", ""Transparenz beim Gehaltssystem""]","Das Unternehmen hat ein positives Betriebsklima und wertet ältere Kollegen hoch, aber gibt Transparenz beim Gehaltssystem zu wünschen übrig."
nordzucker_kununu_64,Nordzucker,kununu,Mitarbeiter,2025-12-01,Nordzucker ist ein sehr guter Arbeitgeber,4.6,Empfohlen,Angestellte/r oder Arbeiter/in,Recht / Steuern,Unbekannt,de,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,Das Betriebsklima ist sehr angenehm. Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten.,Die Aufgaben können zeitweise eintönig werden.,Aus meiner Sicht hilfreich: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""flexibler Arbeitszeit"", ""Abwechslung"", ""Eigenverantwortung""]","Das Unternehmen bietet ein angenehmes Betriebsklima und flexible Arbeitszeiten, die eine gute Work-Life-Balance ermöglichen."
nordzucker_kununu_65,Nordzucker,kununu,Mitarbeiter,2025-12-01,Nordzucker,2.8,Nicht empfohlen,Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Unbekannt,de,2.0,2.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,Es gibt gute Sozialleistungen und Zusatzangebote. Man arbeitet gerne für eine bekannte Marke. Das Unternehmen handelt umwelt- und sozialbewusst.,Die Aufstiegsmöglichkeiten sind eher begrenzt.,Verbesserungspotenzial: ein strukturiertes Weiterbildungsprogramm für alle sowie mehr abteilungsübergreifender Austausch.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Sozialleistungen"", ""Weiterbildungsprogramm"", ""Umwelt- und sozialbewusst"", ""Aufstiegsmöglichkeiten"", ""Abteilungsübergreifender Austausch""]","Gute Sozialleistungen, Umwelt- und soziale Verantwortung, begrenzte Aufstiegsmöglichkeiten und Verbesserungspotenzial in der Weiterbildung."
nordzucker_kununu_66,Nordzucker,kununu,Mitarbeiter,2025-08-01,Toller Arbeitgeber!,4.2,Empfohlen,Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung,Braunschweig,de,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Das Betriebsklima ist sehr angenehm und man hilft sich gegenseitig aus.,Die Aufgaben können zeitweise eintönig werden.,Verbesserungspotenzial: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Angenehmes Betriebsklima"", ""Eigenverantwortung"", ""Abwechslung""]","Der Arbeitgeber wird als gut bewertet, insbesondere im Hinblick auf die Arbeitsatmosphäre und den Bewerbungsprozess."
nordzucker_kununu_67,Nordzucker,kununu,Mitarbeiter,2025-08-01,Super Arbeitgeber die Personalhyrachie wird hier sehr angenehm gehalten,4.1,Empfohlen,Angestellte/r oder Arbeiter/in,Logistik / Materialwirtschaft,Hohenhameln,de,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,Das Unternehmen handelt umwelt- und sozialbewusst. Ältere und langjährige Kollegen werden wertgeschätzt. Moderne Arbeitsmittel stehen zur Verfügung.,Mehrarbeit in den Kampagnenzeiten kostet viel Freizeit und die Aufstiegsmöglichkeiten sind eher begrenzt.,Wünschenswert: flexiblere Homeoffice-Regelungen auch in der Verwaltung sowie ein strukturiertes Weiterbildungsprogramm für alle.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Personalhyrachie"", ""Umweltbewusstsein"", ""Moderne Arbeitsmittel"", ""Flexiblere Homeoffice-Regelungen"", ""Weiterbildungsprogramm""]","Das Unternehmen wird für seine positive Arbeitsatmosphäre, Umwelt- und soziale Verantwortung sowie flexiblen Arbeitsbedingungen gelobt. Es gibt jedoch auch Kritik an begrenzten Aufstiegsmöglichkeiten und der Notwendigkeit eines strukturierten Weiterbildungsprogramms."
nordzucker_kununu_68,Nordzucker,kununu,Mitarbeiter,2025-08-01,Sehr Guter Arbeitgeber,4.1,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Uelzen,de,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,Nachhaltigkeit wird hier ernst genommen und moderne Arbeitsmittel stehen zur Verfügung. Die Arbeitsatmosphäre ist offen und wertschätzend.,Die Kommunikation zwischen den Abteilungen ist ausbaufähig.,Verbesserungspotenzial: eine klarere und schnellere interne Kommunikation.,,0,True,False,positiv,"[""Arbeitsatmosphäre"", ""Kommunikation"", ""Bewerbungsprozess""]","[""Nachhaltigkeit"", ""Moderne Arbeitsmittel"", ""Offene Atmosphäre"", ""Verbesserungspotenzial"", ""Interne Kommunikation""]","Der Arbeitgeber wird für seine Nachhaltigkeitsbemühungen und offene Arbeitsatmosphäre gelobt, aber auch Verbesserungspotenziale in der internen Kommunikation identifiziert."
nordzucker_kununu_69,Nordzucker,kununu,Mitarbeiter,2025-06-01,vielfältig und werteorientiert,4.1,Empfohlen,Führungskraft,Unbekannt,Braunschweig,de,4.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,Es gibt gute Weiterbildungsmöglichkeiten. Es gibt gute Sozialleistungen und Zusatzangebote. Nachhaltigkeit wird hier ernst genommen.,In der Produktion ist die Work-Life-Balance durch Schichten belastend.,Wünschenswert: flexiblere Homeoffice-Regelungen auch in der Verwaltung sowie einheitlichere Führungsstandards.,,0,True,False,positiv,"[""Diversitaet & Gleichberechtigung"", ""Karriere & Weiterbildung"", ""Arbeitsbedingungen"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Weiterbildungsmöglichkeiten"", ""Sozialleistungen"", ""Nachhaltigkeit"", ""Flexiblere Homeoffice-Regelungen"", ""Einheitliche Führungsstandards""]","Das Unternehmen zeigt sich bemüht, Diversität und Gleichberechtigung zu fördern sowie gute Weiterbildungsmöglichkeiten anzubieten. Es gibt auch positive Aspekte in Bezug auf Sozialleistungen und Nachhaltigkeit. Allerdings gibt es Bedenken bezüglich der Work-Life-Balance und flexibler Arbeitsbedingungen."
nordzucker_kununu_70,Nordzucker,kununu,Mitarbeiter,2025-05-01,Top Arbeitgeber,5.0,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Das Betriebsklima ist sehr angenehm. Man arbeitet gerne für eine bekannte Marke.,Die Aufgaben können zeitweise eintönig werden.,Verbesserungspotenzial: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Sonstiges""]","[""angenehmes Betriebsklima"", ""Abwechslung und Eigenverantwortung""]","Das Unternehmen bietet ein angenehmes Arbeitsumfeld, ist jedoch mit einigen Herausforderungen wie eintöniger Arbeit konfrontiert."
nordzucker_kununu_71,Nordzucker,kununu,Mitarbeiter,2025-05-01,Toller Kollegenkreis miteinander statt gegeneinander,4.4,Empfohlen,Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Schladen,de,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,Das Betriebsklima ist sehr angenehm und das Unternehmen hat einen guten Ruf in der Region. Man hilft sich gegenseitig aus.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Fuehrung & Vorgesetzte"", ""Bewerbungsprozess""]","[""Kollegenkreis"", ""Betriebsklima"", ""Abwechslung"", ""Eigenverantwortung""]","Das Unternehmen bietet ein angenehmes Betriebsklima und einen guten Ruf, aber die Aufgaben können manchmal eintönig werden."
nordzucker_kununu_72,Nordzucker,kununu,Mitarbeiter,2025-05-01,Flüssigzucker Groß Munzel,2.4,Nicht empfohlen,Führungskraft,Produktion,Barsinghausen,de,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,Der Zusammenhalt unter den Kollegen ist stark. Mein Vorgesetzter hat stets ein offenes Ohr. Die Arbeitsbedingungen und die Ausstattung sind gut.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben sowie ein einheitlicheres Miteinander über alle Abteilungen hinweg.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Fuehrung & Vorgesetzte"", ""Arbeitsbedingungen""]","[""Zusammenhalt unter den Kollegen"", ""offenes Ohr"", ""gute Arbeitsbedingungen"", ""eintönige Aufgaben"", ""Abwechslung und Eigenverantwortung""]","Der Mitarbeiter lobt die Arbeitsatmosphäre, die Führung und die Arbeitsbedingungen. Er wünscht sich jedoch mehr Abwechslung in den Aufgaben und ein einheitlicheres Miteinander über alle Abteilungen hinweg."
nordzucker_kununu_73,Nordzucker,kununu,Mitarbeiter,2025-05-01,Top Arbeitgeber,4.8,Empfohlen,Angestellte/r oder Arbeiter/in,Finanzen / Controlling,Braunschweig,de,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,Das Betriebsklima ist sehr angenehm. Das Unternehmen hat einen guten Ruf in der Region. Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten.,Die Kommunikation zwischen den Abteilungen ist ausbaufähig.,Verbesserungspotenzial: eine klarere und schnellere interne Kommunikation.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Kommunikation""]","[""Bewertung"", ""Flexibilität"", ""Interne Kommunikation""]",Das Unternehmen bietet ein angenehmes Betriebsklima und eine gute Work-Life-Balance. Die Kommunikation zwischen den Abteilungen ist ausbaufähig.
nordzucker_kununu_74,Nordzucker,kununu,Mitarbeiter,2025-05-01,Bewertung meines aktuellen Arbeitgebers,4.5,Empfohlen,Führungskraft,Unbekannt,Nordstemmen,de,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,Das Unternehmen hat einen guten Ruf in der Region. Es gibt gute Weiterbildungsmöglichkeiten. Die Bezahlung ist fair und kommt pünktlich.,Die Aufgaben können zeitweise eintönig werden.,Verbesserungspotenzial: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Karriere & Weiterbildung"", ""Bezahlung""]","[""Weiterbildungsmöglichkeiten"", ""Fair Bezahlung"", ""Abwechslung in der Arbeit""]","Das Unternehmen bietet gute Möglichkeiten für Weiterbildung und eine faire Bezahlung. Es gibt jedoch Raum für Verbesserungen, insbesondere im Hinblick auf Abwechslung und Eigenverantwortung."
nordzucker_kununu_75,Nordzucker,kununu,Mitarbeiter,2025-05-01,Tadellos,4.6,Empfohlen,Angestellte/r oder Arbeiter/in,Produktion,Nordstemmen,de,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,Die Arbeitsatmosphäre ist offen und wertschätzend. Das Unternehmen hat einen guten Ruf in der Region. Es gibt gute Sozialleistungen und Zusatzangebote.,Wichtige Informationen erreichen einen oft erst spät.,Aus meiner Sicht hilfreich: eine klarere und schnellere interne Kommunikation.,,0,True,False,positiv,"[""Arbeitsatmosphäre"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""Sozialleistungen"", ""Kommunikation"", ""Diversitaet & Gleichberechtigung""]","Das Unternehmen bietet gute Sozialleistungen und eine offene Arbeitsatmosphäre, aber es gibt Raum für Verbesserung in der Kommunikation."
nordzucker_kununu_76,Nordzucker,kununu,Mitarbeiter,2025-05-01,Passt,4.3,Empfohlen,Führungskraft,Administration / Verwaltung,Uelzen,de,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,Die Arbeitsatmosphäre ist offen und wertschätzend und Gleitzeit und Homeoffice lassen sich gut nutzen.,Das Führungsverhalten hängt sehr von der jeweiligen Person ab und die Aufgaben können zeitweise eintönig werden.,Verbesserungspotenzial: mehr regelmäßiges Feedback durch die Vorgesetzten sowie mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False,positiv,"[""Arbeitsatmosphäre"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""Gleitzeit"", ""Homeoffice"", ""Feedback"", ""Abwechslung"", ""Eigenverantwortung""]","Die Arbeitsatmosphäre ist offen und wertschätzend, aber es gibt Verbesserungspotenzial in Bezug auf regelmäßiges Feedback und Abwechslung."
nordzucker_kununu_77,Nordzucker,kununu,Mitarbeiter,2025-05-01,Zukunftsorientierter Arbeitgeber,4.6,Empfohlen,Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Nordstemmen,de,5.0,5.0,5.0,4.0,4.0,,5.0,5.0,5.0,,5.0,3.0,5.0,Die Arbeitsatmosphäre ist offen und wertschätzend und man arbeitet gerne für eine bekannte Marke.,Wichtige Informationen erreichen einen oft erst spät.,Verbesserungspotenzial: eine klarere und schnellere interne Kommunikation.,,2,True,False,positiv,"[""Arbeitsatmosphäre"", ""Bewerbungsprozess"", ""Kommunikation""]","[""offen"", ""wertschätzend"", ""Verbesserungspotenzial"", ""klare Kommunikation"", ""schnelle Kommunikation""]","Die Arbeitsatmosphäre ist offen und wertschätzig, aber es gibt Verbesserungspotenziale in der Kommunikation."
nordzucker_kununu_78,Nordzucker,kununu,Mitarbeiter,2025-05-01,Viel Gestaltungsspielraum möglich,4.2,Empfohlen,Ex-Führungskraft,Forschung / Entwicklung,Unbekannt,de,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten. Die Führungskräfte sind fair und unterstützend. Die Arbeitsbedingungen und die Ausstattung sind gut.,Das Außenbild ist besser als die interne Realität.,Aus meiner Sicht hilfreich: das positive Image auch nach innen stärker leben.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Fuehrung & Vorgesetzte"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung""]","[""Gestaltungsspielraum"", ""Flexibler Arbeitszeit"", ""Fairer Führung"", ""Unterstützende Führung"", ""Positive Image""]","Die Mitarbeiter loben die flexible Arbeitszeit, die faire und unterstützende Führung und gute Arbeitsbedingungen."
nordzucker_kununu_79,Nordzucker,kununu,Mitarbeiter,2025-05-01,Toller Arbeitgeber,4.5,Empfohlen,Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Braunschweig,de,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,Familie und Beruf sind gut vereinbar und man hilft sich gegenseitig aus. Ältere und langjährige Kollegen werden wertgeschätzt.,Bei der Gleichberechtigung gibt es noch Nachholbedarf.,Verbesserungspotenzial: mehr Diversität in den Führungspositionen.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Fuehrung & Vorgesetzte"", ""Kommunikation""]","[""Gute Arbeitsatmosphäre"", ""Work-Life-Balance"", ""Diversität in Führungspositionen""]","Der Arbeitgeber wird für eine gute Arbeitsatmosphäre und einen guten Work-Life-Balance gelobt, aber noch Nachholbedarf bei der Gleichberechtigung und Diversität in den Führungspositionen besteht."
nordzucker_kununu_80,Nordzucker,kununu,Mitarbeiter,2025-05-01,Ich bin vor ein paar Jahren hierher gekommen und bereue es nicht,4.5,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Das Betriebsklima ist sehr angenehm und die Bezahlung ist fair und kommt pünktlich. Der Zusammenhalt unter den Kollegen ist stark.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Bezahlung"", ""Kollegialität""]","[""angenehmes Betriebsklima"", ""fair Bezahlung"", ""Zusammenhalt unter den Kollegen""]","Der Mitarbeiter ist zufrieden mit der Arbeitsatmosphäre und der Bezahlung, aber wünscht mehr Abwechslung in den Aufgaben."
nordzucker_kununu_81,Nordzucker,kununu,Mitarbeiter,2025-05-01,ein TOP Arbeitgeber,4.1,Empfohlen,Führungskraft,Administration / Verwaltung,Braunschweig,de,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,Familie und Beruf sind gut vereinbar. Der Zusammenhalt unter den Kollegen ist stark.,Weiterbildung hängt stark vom Vorgesetzten ab. Bei der Gleichberechtigung gibt es noch Nachholbedarf.,Wünschenswert: ein strukturiertes Weiterbildungsprogramm für alle sowie mehr Diversität in den Führungspositionen.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation""]","[""Weiterbildung"", ""Diversität"", ""Gleichberechtigung"", ""Strukturiertes Programm"", ""Führungspositionen""]",Das Unternehmen bietet eine gute Arbeitsatmosphäre und einen guten Work-Life-Balance. Es gibt jedoch noch Nachholbedarf bei der Gleichberechtigung und einer strukturierten Weiterbildung.
nordzucker_kununu_82,Nordzucker,kununu,Mitarbeiter,2025-04-01,Nordzucker ist ein toller Arbeitgeber vor allem das stark ausgeprägte Wir-Gefühl motiviert tagtäglich!,4.3,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,Gleitzeit und Homeoffice lassen sich gut nutzen und es gibt gute Sozialleistungen und Zusatzangebote.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte""]","[""Wir-Gefühl"", ""Gleitzeit"", ""Homeoffice"", ""Sozialleistungen"", ""Abwechslung""]","Nordzucker gilt als toller Arbeitgeber mit starkem Teamgeist und guten Sozialleistungen, aber mit der Wünschenswertigkeit mehr Abwechslung in den Aufgaben."
nordzucker_kununu_83,Nordzucker,kununu,Mitarbeiter,2025-02-01,Zufriedener Arbeitnehmer,4.3,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Nordstemmen,de,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,Es gibt gute Sozialleistungen und Zusatzangebote. Das Unternehmen handelt umwelt- und sozialbewusst.,In der Produktion ist die Work-Life-Balance durch Schichten belastend.,Verbesserungspotenzial: mehr Planungssicherheit bei der Schichtplanung sowie Investitionen in modernere Ausstattung und Arbeitsplätze.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Sozialleistungen"", ""Umweltbewusstsein"", ""Work-Life-Balance"", ""Planungssicherheit"", ""Modernisierung""]","Das Unternehmen bietet gute Sozialleistungen und Zusatzangebote, ist umwelt- und sozialbewusst. Es gibt jedoch Verbesserungspotenziale in der Work-Life-Balance und moderner Ausstattung."
nordzucker_kununu_84,Nordzucker,kununu,Mitarbeiter,2024-11-01,Top Arbeitgeber,5.0,Empfohlen,Angestellte/r oder Arbeiter/in,Produktion,Schladen,de,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Man fühlt sich im Team gut aufgehoben und das Unternehmen hat einen guten Ruf in der Region. Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""Team"", ""Flexibilität"", ""Abwechslung"", ""Eigenverantwortung""]","Das Unternehmen bietet eine gute Arbeitsatmosphäre und flexible Arbeitszeiten, die die Work-Life-Balance verbessern. Einige Mitarbeiter wünschen sich mehr Abwechslung in den Aufgaben."
nordzucker_kununu_85,Nordzucker,kununu,Mitarbeiter,2024-07-01,Mutig an alten Standards vorbei,4.0,Empfohlen,Ex-Angestellte/r oder Arbeiter/in,Finanzen / Controlling,Barsinghausen,de,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,Ältere und langjährige Kollegen werden wertgeschätzt. Man bekommt verantwortungsvolle Tätigkeiten. Die Arbeitsatmosphäre ist offen und wertschätzend.,Mehrarbeit in den Kampagnenzeiten kostet viel Freizeit.,Wünschenswert: flexiblere Homeoffice-Regelungen auch in der Verwaltung sowie ein strukturiertes Weiterbildungsprogramm für alle.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Fuehrung & Vorgesetzte"", ""Diversitaet & Gleichberechtigung""]","[""Wertschätzung alter Kollegen"", ""Flexiblere Homeoffice-Regelungen"", ""Strukturiertes Weiterbildungsprogramm""]","Die Arbeitsatmosphäre ist offen und wertschätzend, aber es gibt Bedenken bezüglich der flexiblen Homeoffice-Regelungen und des Weiterbildungsprogramms."
nordzucker_kununu_86,Nordzucker,kununu,Mitarbeiter,2024-04-01,Fairer Arbeitgeber,4.7,Empfohlen,Angestellte/r oder Arbeiter/in,Forschung / Entwicklung,Braunschweig,de,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,Die Arbeitsatmosphäre ist offen und wertschätzend. Gleitzeit und Homeoffice lassen sich gut nutzen.,Die Kommunikation zwischen den Abteilungen ist ausbaufähig.,Wünschenswert: eine klarere und schnellere interne Kommunikation.,,0,True,False,positiv,"[""Arbeitsatmosphäre"", ""Kommunikation"", ""Work-Life-Balance""]","[""Gleitzeit"", ""Homeoffice"", ""Klarere Kommunikation""]","Der Arbeitgeber wird als fair und wertschätzend wahrgenommen, insbesondere im Hinblick auf die Arbeitsatmosphäre und die Kommunikation."
nordzucker_kununu_87,Nordzucker,kununu,Mitarbeiter,2024-03-01,Zuverlässiger stabiler Arbeitgeber,4.3,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,Man arbeitet gerne für eine bekannte Marke und Gleitzeit und Homeoffice lassen sich gut nutzen. Die Bezahlung ist fair und kommt pünktlich.,Weiterbildung hängt stark vom Vorgesetzten ab. Wichtige Informationen erreichen einen oft erst spät.,Aus meiner Sicht hilfreich: ein strukturiertes Weiterbildungsprogramm für alle sowie eine klarere und schnellere interne Kommunikation.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation""]","[""Gleitzeit"", ""Homeoffice"", ""Fair Bezahlung"", ""Weiterbildung"", ""Interne Kommunikation""]","Der Mitarbeiter lobt die Arbeitsatmosphäre, die Fairness der Bezahlung und die Möglichkeit von Gleitzeit und Homeoffice. Er kritisiert jedoch die Abhängigkeit von der Führungsebene für die Weiterbildung und die Verzögerungen bei der Kommunikation."
