review_id,unternehmen,source,typ,datum,titel,gesamt_score,empfehlung,position,bereich,ort,sprache,arbeitsatmosphaere,work_life_balance,gehalt,karriere,vorgesetzte,gleichberechtigung,image,umwelt_sozial,kollegen,umgang_aeltere,arbeitsbedingungen,kommunikation,interessante_aufgaben,text_positiv,text_negativ,text_verbesserung,text_freitext,missing_ratings,has_freetext,is_duplicate
nordzucker_kununu_47,Nordzucker,kununu,Mitarbeiter,2017-06-01,Top Arbeitgeber mit super WorkLifeBalance,4.8,Empfohlen,Angestellte/r oder Arbeiter/in,IT,Braunschweig,de,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,Das Betriebsklima ist sehr angenehm. Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten. Es gibt gute Weiterbildungsmöglichkeiten.,Die Kommunikation zwischen den Abteilungen ist ausbaufähig.,Wünschenswert: eine klarere und schnellere interne Kommunikation.,,0,True,False
nordzucker_kununu_48,Nordzucker,kununu,Mitarbeiter,2017-06-01,Bester Arbeitgeber in der Region!,4.6,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,Die Arbeitsatmosphäre ist offen und wertschätzend und das Unternehmen hat einen guten Ruf in der Region. Gleitzeit und Homeoffice lassen sich gut nutzen.,Die Aufstiegsmöglichkeiten sind eher begrenzt und bei der Gleichberechtigung gibt es noch Nachholbedarf.,Wünschenswert: transparentere Karrierewege sowie mehr Diversität in den Führungspositionen.,,0,True,False
nordzucker_kununu_49,Nordzucker,kununu,Mitarbeiter,2017-01-01,Allgemein,3.5,Empfohlen,Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf,Braunschweig,de,3.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,Familie und Beruf sind gut vereinbar. Moderne Arbeitsmittel stehen zur Verfügung. Es gibt gute Sozialleistungen und Zusatzangebote.,Die Stimmung ist je nach Abteilung sehr unterschiedlich.,Wünschenswert: ein einheitlicheres Miteinander über alle Abteilungen hinweg sowie ein strukturiertes Weiterbildungsprogramm für alle.,,0,True,False
nordzucker_kununu_50,Nordzucker,kununu,Mitarbeiter,2016-06-01,zukunftsorientiert famienfördernd,4.0,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Hohenhameln,de,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Man fühlt sich im Team gut aufgehoben und das Unternehmen hat einen guten Ruf in der Region.,Die Aufgaben können zeitweise eintönig werden.,Verbesserungspotenzial: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_51,Nordzucker,kununu,Mitarbeiter,2015-10-01,Groß genug um ein vielfältiges Angebot zu bieten. Klein genug um überschaubar zu sein.,4.8,Empfohlen,Führungskraft,Unbekannt,Braunschweig,de,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Das Unternehmen hat einen guten Ruf in der Region und Gleitzeit und Homeoffice lassen sich gut nutzen.,Wichtige Informationen erreichen einen oft erst spät.,Verbesserungspotenzial: eine klarere und schnellere interne Kommunikation.,,0,True,False
nordzucker_kununu_52,Nordzucker,kununu,Mitarbeiter,2015-05-01,Aussen hui innen pfui,2.9,Nicht empfohlen,Ex-Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,2.0,5.0,4.0,2.0,2.0,1.0,3.0,3.0,5.0,,4.0,1.0,3.0,Gleitzeit und Homeoffice lassen sich gut nutzen und man hilft sich gegenseitig aus. Die Bezahlung ist fair und kommt pünktlich.,Das Außenbild ist besser als die interne Realität. Beim Thema Nachhaltigkeit ist noch Luft nach oben.,Wünschenswert: das positive Image auch nach innen stärker leben sowie ein noch stärkeres Engagement für Nachhaltigkeit.,,1,True,False
nordzucker_kununu_53,Nordzucker,kununu,Mitarbeiter,2014-07-01,Eine Brise Konzernluft,4.0,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,Es gibt gute Weiterbildungsmöglichkeiten und die Bezahlung ist fair und kommt pünktlich.,In Stoßzeiten wird die Atmosphäre schnell angespannt. Die technische Ausstattung ist teilweise veraltet.,Aus meiner Sicht hilfreich: ein einheitlicheres Miteinander über alle Abteilungen hinweg sowie Investitionen in modernere Ausstattung und Arbeitsplätze.,,0,True,False
nordzucker_kununu_54,Nordzucker,kununu,Mitarbeiter,2014-01-01,Top Entwicklung,4.4,Keine Angabe,Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,Die Arbeitsatmosphäre ist offen und wertschätzend. Gleitzeit und Homeoffice lassen sich gut nutzen.,Bei der Gleichberechtigung gibt es noch Nachholbedarf.,Verbesserungspotenzial: mehr Diversität in den Führungspositionen.,,0,True,False
nordzucker_kununu_55,Nordzucker,kununu,Mitarbeiter,2010-12-01,Mittelständler mit Strukturen eines Großkonzerns,2.4,Keine Angabe,,Unbekannt,Braunschweig,de,2.0,1.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,Die Bezahlung ist fair und kommt pünktlich. Alle werden gleich und respektvoll behandelt.,Beim Thema Nachhaltigkeit ist noch Luft nach oben. Die technische Ausstattung ist teilweise veraltet.,Aus meiner Sicht hilfreich: ein noch stärkeres Engagement für Nachhaltigkeit sowie Investitionen in modernere Ausstattung und Arbeitsplätze.,,0,True,False
nordzucker_kununu_56,Nordzucker,kununu,Mitarbeiter,2010-07-01,Viel Geld für Top Manager und Berater - Entlassung von Fachkräften,2.7,Keine Angabe,,Unbekannt,Braunschweig,de,1.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,2.0,2.0,Es gibt gute Sozialleistungen und Zusatzangebote. Ältere und langjährige Kollegen werden wertgeschätzt.,Mehrarbeit in den Kampagnenzeiten kostet viel Freizeit.,Verbesserungspotenzial: flexiblere Homeoffice-Regelungen auch in der Verwaltung sowie ein noch stärkeres Engagement für Nachhaltigkeit.,,0,True,False
nordzucker_kununu_57,Nordzucker,kununu,Mitarbeiter,2026-04-01,Insgesamt sehr zufrieden,4.8,Empfohlen,Führungskraft,Produktion,Uelzen,de,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,Man fühlt sich im Team gut aufgehoben. Die Bezahlung ist fair und kommt pünktlich. Nachhaltigkeit wird hier ernst genommen.,Weiterbildung hängt stark vom Vorgesetzten ab.,Wünschenswert: transparentere Karrierewege.,,0,True,False
nordzucker_kununu_58,Nordzucker,kununu,Mitarbeiter,2026-03-01,Luppa,4.2,Empfohlen,Ex-Angestellte/r oder Arbeiter/in,Unbekannt,Uelzen,de,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,Der Zusammenhalt unter den Kollegen ist stark und die Arbeitsbedingungen und die Ausstattung sind gut.,Die Aufgaben können zeitweise eintönig werden.,Aus meiner Sicht hilfreich: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_59,Nordzucker,kununu,Mitarbeiter,2026-02-01,Guter Arbeitgeber,4.2,Empfohlen,Angestellte/r oder Arbeiter/in,Produktion,Nordstemmen,de,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,Die Bezahlung ist fair und kommt pünktlich und Nachhaltigkeit wird hier ernst genommen.,Die Aufstiegsmöglichkeiten sind eher begrenzt.,Aus meiner Sicht hilfreich: transparentere Karrierewege sowie eine klarere und schnellere interne Kommunikation.,,0,True,False
nordzucker_kununu_60,Nordzucker,kununu,Mitarbeiter,2026-01-01,Guter Arbeitgeber aber noch viel Luft nach oben.,3.3,Nicht empfohlen,Angestellte/r oder Arbeiter/in,Produktion,Hohenhameln,de,3.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,Man arbeitet gerne für eine bekannte Marke und die Work-Life-Balance stimmt dank flexibler Arbeitszeiten. Die Entwicklungschancen sind solide.,Die Stimmung ist je nach Abteilung sehr unterschiedlich.,Verbesserungspotenzial: regelmäßige Teamevents zur Stärkung des Zusammenhalts sowie eine leistungsgerechtere Vergütung.,,0,True,False
nordzucker_kununu_61,Nordzucker,kununu,Mitarbeiter,2026-01-01,Guter Arbeitgeber,3.7,Empfohlen,Angestellte/r oder Arbeiter/in,Finanzen / Controlling,Braunschweig,de,4.0,5.0,3.0,1.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten. Ältere und langjährige Kollegen werden wertgeschätzt.,Das Außenbild ist besser als die interne Realität.,Wünschenswert: das positive Image auch nach innen stärker leben sowie eine leistungsgerechtere Vergütung.,,0,True,False
nordzucker_kununu_62,Nordzucker,kununu,Mitarbeiter,2025-12-01,Top Arbeitgeber ich kann mir nicht mehr vorstellen wo anders zu arbeiten!,5.0,Empfohlen,Angestellte/r oder Arbeiter/in,Produktion,Hohenhameln,de,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Die Arbeitsatmosphäre ist offen und wertschätzend. Man arbeitet gerne für eine bekannte Marke.,Die Aufgaben können zeitweise eintönig werden.,Verbesserungspotenzial: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_63,Nordzucker,kununu,Mitarbeiter,2025-12-01,Ist in Ordnung,3.5,Empfohlen,Angestellte/r oder Arbeiter/in,Beschaffung / Einkauf,Uelzen,de,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,Ältere und langjährige Kollegen werden wertgeschätzt. Das Betriebsklima ist sehr angenehm.,Das Außenbild ist besser als die interne Realität und das Gehalt ist im Branchenvergleich eher durchschnittlich.,Verbesserungspotenzial: das positive Image auch nach innen stärker leben sowie mehr Transparenz beim Gehaltssystem.,,0,True,False
nordzucker_kununu_64,Nordzucker,kununu,Mitarbeiter,2025-12-01,Nordzucker ist ein sehr guter Arbeitgeber,4.6,Empfohlen,Angestellte/r oder Arbeiter/in,Recht / Steuern,Unbekannt,de,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,Das Betriebsklima ist sehr angenehm. Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten.,Die Aufgaben können zeitweise eintönig werden.,Aus meiner Sicht hilfreich: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_65,Nordzucker,kununu,Mitarbeiter,2025-12-01,Nordzucker,2.8,Nicht empfohlen,Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Unbekannt,de,2.0,2.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,Es gibt gute Sozialleistungen und Zusatzangebote. Man arbeitet gerne für eine bekannte Marke. Das Unternehmen handelt umwelt- und sozialbewusst.,Die Aufstiegsmöglichkeiten sind eher begrenzt.,Verbesserungspotenzial: ein strukturiertes Weiterbildungsprogramm für alle sowie mehr abteilungsübergreifender Austausch.,,0,True,False
nordzucker_kununu_66,Nordzucker,kununu,Mitarbeiter,2025-08-01,Toller Arbeitgeber!,4.2,Empfohlen,Angestellte/r oder Arbeiter/in,Personal / Aus- und Weiterbildung,Braunschweig,de,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Das Betriebsklima ist sehr angenehm und man hilft sich gegenseitig aus.,Die Aufgaben können zeitweise eintönig werden.,Verbesserungspotenzial: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_67,Nordzucker,kununu,Mitarbeiter,2025-08-01,Super Arbeitgeber die Personalhyrachie wird hier sehr angenehm gehalten,4.1,Empfohlen,Angestellte/r oder Arbeiter/in,Logistik / Materialwirtschaft,Hohenhameln,de,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,Das Unternehmen handelt umwelt- und sozialbewusst. Ältere und langjährige Kollegen werden wertgeschätzt. Moderne Arbeitsmittel stehen zur Verfügung.,Mehrarbeit in den Kampagnenzeiten kostet viel Freizeit und die Aufstiegsmöglichkeiten sind eher begrenzt.,Wünschenswert: flexiblere Homeoffice-Regelungen auch in der Verwaltung sowie ein strukturiertes Weiterbildungsprogramm für alle.,,0,True,False
nordzucker_kununu_68,Nordzucker,kununu,Mitarbeiter,2025-08-01,Sehr Guter Arbeitgeber,4.1,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Uelzen,de,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,Nachhaltigkeit wird hier ernst genommen und moderne Arbeitsmittel stehen zur Verfügung. Die Arbeitsatmosphäre ist offen und wertschätzend.,Die Kommunikation zwischen den Abteilungen ist ausbaufähig.,Verbesserungspotenzial: eine klarere und schnellere interne Kommunikation.,,0,True,False
nordzucker_kununu_69,Nordzucker,kununu,Mitarbeiter,2025-06-01,vielfältig und werteorientiert,4.1,Empfohlen,Führungskraft,Unbekannt,Braunschweig,de,4.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,Es gibt gute Weiterbildungsmöglichkeiten. Es gibt gute Sozialleistungen und Zusatzangebote. Nachhaltigkeit wird hier ernst genommen.,In der Produktion ist die Work-Life-Balance durch Schichten belastend.,Wünschenswert: flexiblere Homeoffice-Regelungen auch in der Verwaltung sowie einheitlichere Führungsstandards.,,0,True,False
nordzucker_kununu_70,Nordzucker,kununu,Mitarbeiter,2025-05-01,Top Arbeitgeber,5.0,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Das Betriebsklima ist sehr angenehm. Man arbeitet gerne für eine bekannte Marke.,Die Aufgaben können zeitweise eintönig werden.,Verbesserungspotenzial: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_71,Nordzucker,kununu,Mitarbeiter,2025-05-01,Toller Kollegenkreis miteinander statt gegeneinander,4.4,Empfohlen,Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Schladen,de,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,Das Betriebsklima ist sehr angenehm und das Unternehmen hat einen guten Ruf in der Region. Man hilft sich gegenseitig aus.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_72,Nordzucker,kununu,Mitarbeiter,2025-05-01,Flüssigzucker Groß Munzel,2.4,Nicht empfohlen,Führungskraft,Produktion,Barsinghausen,de,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,Der Zusammenhalt unter den Kollegen ist stark. Mein Vorgesetzter hat stets ein offenes Ohr. Die Arbeitsbedingungen und die Ausstattung sind gut.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben sowie ein einheitlicheres Miteinander über alle Abteilungen hinweg.,,0,True,False
nordzucker_kununu_73,Nordzucker,kununu,Mitarbeiter,2025-05-01,Top Arbeitgeber,4.8,Empfohlen,Angestellte/r oder Arbeiter/in,Finanzen / Controlling,Braunschweig,de,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,Das Betriebsklima ist sehr angenehm. Das Unternehmen hat einen guten Ruf in der Region. Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten.,Die Kommunikation zwischen den Abteilungen ist ausbaufähig.,Verbesserungspotenzial: eine klarere und schnellere interne Kommunikation.,,0,True,False
nordzucker_kununu_74,Nordzucker,kununu,Mitarbeiter,2025-05-01,Bewertung meines aktuellen Arbeitgebers,4.5,Empfohlen,Führungskraft,Unbekannt,Nordstemmen,de,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,Das Unternehmen hat einen guten Ruf in der Region. Es gibt gute Weiterbildungsmöglichkeiten. Die Bezahlung ist fair und kommt pünktlich.,Die Aufgaben können zeitweise eintönig werden.,Verbesserungspotenzial: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_75,Nordzucker,kununu,Mitarbeiter,2025-05-01,Tadellos,4.6,Empfohlen,Angestellte/r oder Arbeiter/in,Produktion,Nordstemmen,de,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,Die Arbeitsatmosphäre ist offen und wertschätzend. Das Unternehmen hat einen guten Ruf in der Region. Es gibt gute Sozialleistungen und Zusatzangebote.,Wichtige Informationen erreichen einen oft erst spät.,Aus meiner Sicht hilfreich: eine klarere und schnellere interne Kommunikation.,,0,True,False
nordzucker_kununu_76,Nordzucker,kununu,Mitarbeiter,2025-05-01,Passt,4.3,Empfohlen,Führungskraft,Administration / Verwaltung,Uelzen,de,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,Die Arbeitsatmosphäre ist offen und wertschätzend und Gleitzeit und Homeoffice lassen sich gut nutzen.,Das Führungsverhalten hängt sehr von der jeweiligen Person ab und die Aufgaben können zeitweise eintönig werden.,Verbesserungspotenzial: mehr regelmäßiges Feedback durch die Vorgesetzten sowie mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_77,Nordzucker,kununu,Mitarbeiter,2025-05-01,Zukunftsorientierter Arbeitgeber,4.6,Empfohlen,Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Nordstemmen,de,5.0,5.0,5.0,4.0,4.0,,5.0,5.0,5.0,,5.0,3.0,5.0,Die Arbeitsatmosphäre ist offen und wertschätzend und man arbeitet gerne für eine bekannte Marke.,Wichtige Informationen erreichen einen oft erst spät.,Verbesserungspotenzial: eine klarere und schnellere interne Kommunikation.,,2,True,False
nordzucker_kununu_78,Nordzucker,kununu,Mitarbeiter,2025-05-01,Viel Gestaltungsspielraum möglich,4.2,Empfohlen,Ex-Führungskraft,Forschung / Entwicklung,Unbekannt,de,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten. Die Führungskräfte sind fair und unterstützend. Die Arbeitsbedingungen und die Ausstattung sind gut.,Das Außenbild ist besser als die interne Realität.,Aus meiner Sicht hilfreich: das positive Image auch nach innen stärker leben.,,0,True,False
nordzucker_kununu_79,Nordzucker,kununu,Mitarbeiter,2025-05-01,Toller Arbeitgeber,4.5,Empfohlen,Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Braunschweig,de,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,Familie und Beruf sind gut vereinbar und man hilft sich gegenseitig aus. Ältere und langjährige Kollegen werden wertgeschätzt.,Bei der Gleichberechtigung gibt es noch Nachholbedarf.,Verbesserungspotenzial: mehr Diversität in den Führungspositionen.,,0,True,False
nordzucker_kununu_80,Nordzucker,kununu,Mitarbeiter,2025-05-01,Ich bin vor ein paar Jahren hierher gekommen und bereue es nicht,4.5,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,Das Betriebsklima ist sehr angenehm und die Bezahlung ist fair und kommt pünktlich. Der Zusammenhalt unter den Kollegen ist stark.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_81,Nordzucker,kununu,Mitarbeiter,2025-05-01,ein TOP Arbeitgeber,4.1,Empfohlen,Führungskraft,Administration / Verwaltung,Braunschweig,de,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,Familie und Beruf sind gut vereinbar. Der Zusammenhalt unter den Kollegen ist stark.,Weiterbildung hängt stark vom Vorgesetzten ab. Bei der Gleichberechtigung gibt es noch Nachholbedarf.,Wünschenswert: ein strukturiertes Weiterbildungsprogramm für alle sowie mehr Diversität in den Führungspositionen.,,0,True,False
nordzucker_kununu_82,Nordzucker,kununu,Mitarbeiter,2025-04-01,Nordzucker ist ein toller Arbeitgeber vor allem das stark ausgeprägte Wir-Gefühl motiviert tagtäglich!,4.3,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,Gleitzeit und Homeoffice lassen sich gut nutzen und es gibt gute Sozialleistungen und Zusatzangebote.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_83,Nordzucker,kununu,Mitarbeiter,2025-02-01,Zufriedener Arbeitnehmer,4.3,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Nordstemmen,de,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,Es gibt gute Sozialleistungen und Zusatzangebote. Das Unternehmen handelt umwelt- und sozialbewusst.,In der Produktion ist die Work-Life-Balance durch Schichten belastend.,Verbesserungspotenzial: mehr Planungssicherheit bei der Schichtplanung sowie Investitionen in modernere Ausstattung und Arbeitsplätze.,,0,True,False
nordzucker_kununu_84,Nordzucker,kununu,Mitarbeiter,2024-11-01,Top Arbeitgeber,5.0,Empfohlen,Angestellte/r oder Arbeiter/in,Produktion,Schladen,de,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Man fühlt sich im Team gut aufgehoben und das Unternehmen hat einen guten Ruf in der Region. Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False
nordzucker_kununu_85,Nordzucker,kununu,Mitarbeiter,2024-07-01,Mutig an alten Standards vorbei,4.0,Empfohlen,Ex-Angestellte/r oder Arbeiter/in,Finanzen / Controlling,Barsinghausen,de,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,Ältere und langjährige Kollegen werden wertgeschätzt. Man bekommt verantwortungsvolle Tätigkeiten. Die Arbeitsatmosphäre ist offen und wertschätzend.,Mehrarbeit in den Kampagnenzeiten kostet viel Freizeit.,Wünschenswert: flexiblere Homeoffice-Regelungen auch in der Verwaltung sowie ein strukturiertes Weiterbildungsprogramm für alle.,,0,True,False
nordzucker_kununu_86,Nordzucker,kununu,Mitarbeiter,2024-04-01,Fairer Arbeitgeber,4.7,Empfohlen,Angestellte/r oder Arbeiter/in,Forschung / Entwicklung,Braunschweig,de,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,Die Arbeitsatmosphäre ist offen und wertschätzend. Gleitzeit und Homeoffice lassen sich gut nutzen.,Die Kommunikation zwischen den Abteilungen ist ausbaufähig.,Wünschenswert: eine klarere und schnellere interne Kommunikation.,,0,True,False
nordzucker_kununu_87,Nordzucker,kununu,Mitarbeiter,2024-03-01,Zuverlässiger stabiler Arbeitgeber,4.3,Empfohlen,Angestellte/r oder Arbeiter/in,Unbekannt,Braunschweig,de,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,Man arbeitet gerne für eine bekannte Marke und Gleitzeit und Homeoffice lassen sich gut nutzen. Die Bezahlung ist fair und kommt pünktlich.,Weiterbildung hängt stark vom Vorgesetzten ab. Wichtige Informationen erreichen einen oft erst spät.,Aus meiner Sicht hilfreich: ein strukturiertes Weiterbildungsprogramm für alle sowie eine klarere und schnellere interne Kommunikation.,,0,True,False
nordzucker_kununu_88,Nordzucker,kununu,Mitarbeiter,2024-03-01,Sehr zufrieden Kollegen sind toll und die Chefs haben immer ein offenes Ohr.,3.5,Empfohlen,,Unbekannt,Hohenhameln,de,4.0,2.0,2.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,Das Unternehmen handelt umwelt- und sozialbewusst und mein Vorgesetzter hat stets ein offenes Ohr. Das Betriebsklima ist sehr angenehm.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben sowie mehr Planungssicherheit bei der Schichtplanung.,,0,True,False
nordzucker_kununu_89,Nordzucker,kununu,Mitarbeiter,2024-03-01,Top Arbeitergeber,4.7,Empfohlen,Angestellte/r oder Arbeiter/in,Beschaffung / Einkauf,Braunschweig,de,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,Die Arbeitsatmosphäre ist offen und wertschätzend. Gleitzeit und Homeoffice lassen sich gut nutzen. Es gibt gute Sozialleistungen und Zusatzangebote.,Die Aufstiegsmöglichkeiten sind eher begrenzt.,Verbesserungspotenzial: transparentere Karrierewege.,,0,True,False
nordzucker_kununu_90,Nordzucker,kununu,Mitarbeiter,2024-02-01,Ein sehr guter Arbeitgeber,4.9,Empfohlen,,Unbekannt,Braunschweig,de,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Die Arbeitsatmosphäre ist offen und wertschätzend und man arbeitet gerne für eine bekannte Marke. Familie und Beruf sind gut vereinbar.,Die Aufstiegsmöglichkeiten sind eher begrenzt.,Verbesserungspotenzial: transparentere Karrierewege.,,0,True,False
nordzucker_kununu_91,Nordzucker,kununu,Mitarbeiter,2024-02-01,Ein super Arbeitgeber:),4.2,Empfohlen,Auszubildende/r,IT,Braunschweig,de,5.0,,,,,,,,,,,,,Man fühlt sich im Team gut aufgehoben.,In Stoßzeiten wird die Atmosphäre schnell angespannt.,Wünschenswert: regelmäßige Teamevents zur Stärkung des Zusammenhalts.,,12,True,False
nordzucker_kununu_92,Nordzucker,kununu,Mitarbeiter,2024-02-01,Zu wenig könnte mehr,4.3,Empfohlen,Angestellte/r oder Arbeiter/in,Produktion,Klein Wanzleben,de,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,Familie und Beruf sind gut vereinbar. Das Unternehmen handelt umwelt- und sozialbewusst. Man hilft sich gegenseitig aus.,Wichtige Informationen erreichen einen oft erst spät.,Verbesserungspotenzial: eine klarere und schnellere interne Kommunikation.,,0,True,False
nordzucker_kununu_93,Nordzucker,kununu,Mitarbeiter,2024-02-01,Habe in diesem Betrieb meine Ausbildung gemacht,4.8,Empfohlen,Ex-Angestellte/r oder Arbeiter/in,Produktion,Nordstemmen,de,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,Man fühlt sich im Team gut aufgehoben. Man arbeitet gerne für eine bekannte Marke. Die Work-Life-Balance stimmt dank flexibler Arbeitszeiten.,Die Räumlichkeiten könnten moderner sein.,Wünschenswert: Investitionen in modernere Ausstattung und Arbeitsplätze.,,0,True,False
